group,P
ACHE,0.174875074411728
ACIN1,0.41012902742166
ACKR2,0.828413060958121
ACKR4,0.836874864147903
ACLY,0.0847027596935181
ACMSD,0.947038995386627
ACO1,0.384443181915808
ACO2,0.655094591368353
ACOD1,NA
ACOT11,0.486004044012047
ACOT12,0.388034726407346
ACOT13,0.087114374019451
ACOT2,0.284614121732937
ACOT4,0.40283967804024
ACOT6,NA
ACOT7,NA
ACOT8,0.483739854787052
ACOX1,0.787258911294798
ACOX2,0.696259843959967
ACOX3,0.96029882023385
ACOXL,0.372323055575879
ACOXL-AS1,0.755017617346391
ACP1,0.34692072738989
ACP2,0.175712251837397
ACP3,0.546385810050933
ACP4,NA
ACP5,0.969410677436342
ACP6,0.200685495670167
ACP7,0.516305267918346
ACR,0.725583834149945
ACSBG1,NA
ACSBG2,0.459658139086265
ACSF2,0.904716470137244
ACSF3,0.995959614307994
ACSL1,NA
ACSL3,0.0438626547992381
ACSL5,0.981543833981271
ACSL6,0.137930095243578
ACSM1,NA
ACSM2A,0.189560592276526
ACSM2B,0.692999037189437
ACSM3,0.0272819075837259
ACSM4,0.907684315879738
ACSM5,0.562385317089086
ACSM5P1,NA
ACSM6,0.192733553618869
ACSS1,NA
ACSS2,0.0483522818132743
ACSS3,NA
ACTA1,0.843380165009505
ACTA2,0.0161312002067464
ACTB,0.366228573761318
ACTBL2,0.0573308876765605
ACTC1,0.835575070054805
ACTE1P,NA
ACTG1,0.0393491966461744
ACTG2,NA
ACTL6A,0.0866284341408752
ACTL6B,NA
ACTL7A,0.0613469083333209
ACTL7B,NA
ACTL8,NA
ACTN1,0.320040473235445
ACTN2,0.0587564549599736
ACTN3,0.811683034946487
ACTN4,0.287494640540351
ACTR10,0.213720762970801
ACTR1A,NA
ACTR1B,0.00745034969498022
ACTR2,NA
ACTR3,0.604780100604533
ACTR3C,NA
ACTR5,0.888207560861875
ACTR6,0.53511581823156
ACTR8,0.644891752005245
ACTRT2,0.784502545112532
ACTRT3,0.268266316392959
ACVR1,0.658685819072246
ACVR1B,NA
ACVR1C,0.883657221038014
ACVR2A,0.0724429156586469
ACVRL1,0.38150282185575
ACY1,0.335590087353403
ACY3,0.177665066571173
ACYP2,NA
ADA,NA
ADA2,0.0408315757144106
ADAD1,NA
ADAD2,0.243523197659147
ADAL,0.347959417142466
ADAM10,0.651809846558259
ADAM11,NA
ADAM12,NA
ADAM15,0.0206815814091652
ADAM17,NA
ADAM18,0.862679223592214
ADAM19,0.862030747047739
ADAM2,0.318667729877339
ADAM20,0.318063992373394
ADAM20P1,NA
ADAM21,NA
ADAM22,0.997784988974152
ADAM23,NA
ADAM28,0.737084479368333
ADAM29,0.387176758743815
ADAM30,NA
ADAM32,NA
ADAM33,0.25117099105081
ADAM5,NA
ADAM7,NA
ADAM8,NA
ADAM9,0.0131286089595741
ADAMDEC1,0.672467139923578
ADAMTS1,NA
ADAMTS12,0.532136067056858
ADAMTS13,0.10961149764498
ADAMTS14,0.842554844886471
ADAMTS15,0.56878476394625
ADAMTS16,0.350744513455949
ADAMTS17,0.270457101798342
ADAMTS18,0.271915435667187
ADAMTS19,NA
ADAMTS2,0.738835367945198
ADAMTS20,0.610786123123068
ADAMTS3,0.647718921635406
ADAMTS4,0.437168679660552
ADAMTS5,0.162051699217177
ADAMTS6,0.397128556584949
ADAMTS7,0.0151222450358076
ADAMTS7P1,NA
ADAMTS7P3,0.0589222219094305
ADAMTS8,0.858776011538667
ADAMTS9,0.567696629146192
ADAMTSL1,0.824124069134019
ADAMTSL2,NA
ADAMTSL3,0.97664069822559
ADAMTSL4,0.692371215840583
ADAMTSL4-AS2,NA
ADAMTSL5,0.738835367945198
ADAP1,0.8663782737632
ADAP2,0.466182276750263
ADAR,0.352034363646845
ADARB1,0.710806248352127
ADARB2,0.094658569481979
ADARB2-AS1,NA
ADAT1,0.521935388237474
ADAT3,NA
ADCK1,0.187881561089539
ADCK2,0.746356484035973
ADCK5,NA
ADCY1,NA
ADCY10,0.387993010930979
ADCY10P1,0.709050801454315
ADCY2,0.204881456054248
ADCY3,NA
ADCY4,0.567565459692716
ADCY5,0.376743582096688
ADCY6,0.454341760024373
ADCY7,0.264436477356395
ADCY8,NA
ADCY9,0.04670479485188
ADD1,0.0908753188794124
ADD2,NA
ADGB,NA
ADGRA1,NA
ADGRA2,0.702614379583407
ADGRA3,NA
ADGRB2,0.355782647637293
ADGRB3,NA
ADGRD1,0.844641557183539
ADGRD2,0.156904394942557
ADGRE1,0.464775876359808
ADGRE2,0.149599934754585
ADGRE3,0.627639009581921
ADGRE4P,NA
ADGRE5,0.00653640466348373
ADGRF1,0.876932353545145
ADGRF3,0.162085409637392
ADGRF4,NA
ADGRF5,0.37197034622244
ADGRF5-AS1,NA
ADGRF5P2,0.640347077034954
ADGRG1,NA
ADGRG5,NA
ADGRG6,0.640468266333055
ADGRG7,0.401170582836046
ADGRL1,0.880318419568397
ADGRL1-AS1,0.988805659522835
ADGRL2,NA
ADGRL3,0.630046006249903
ADGRL3-AS1,NA
ADGRL4,0.0811503530262744
ADGRV1,0.196919646233859
ADH1A,0.696006452410792
ADH1B,0.0755598097807808
ADH1C,0.678910164298126
ADH4,NA
ADH5,0.698981702310425
ADH6,NA
ADH7,NA
ADHFE1,0.995992661507313
ADI1,NA
ADIPOQ,0.788731447511247
ADIPOR1,0.387803843689549
ADK,0.543603762998483
ADM-DT,NA
ADNP,NA
ADNP-AS1,NA
ADNP2,NA
ADORA2A,NA
ADORA2A-AS1,NA
ADORA2B,NA
ADORA3,0.860311960123822
ADPGK,NA
ADPRH,0.116186365278373
ADPRHL1,0.210326038568531
ADPRS,0.610958305233563
ADRA1A,0.0166459643482311
ADRA1B,0.610854204765892
ADRA2A,0.414860363861051
ADRA2B,0.312358818281423
ADRA2C,NA
ADRB3,0.568890827358144
ADRM1,NA
ADSL,0.432703293365007
ADSS1,0.222058846110649
ADTRP,NA
AEBP1,0.986008519255787
AEBP2,0.016530232745961
AFAP1,0.826570265406131
AFAP1L1,NA
AFAP1L2,NA
AFDN,0.635909198159261
AFDN-DT,NA
AFF1,NA
AFF3,0.377962115488688
AFF4,0.00243620278660908
AFG1L,NA
AFG3L1P,NA
AFG3L2,0.826251348573852
AFM,0.128123573788442
AFMID,NA
AFP,0.858606037344149
AFTPH,NA
AGA,0.0463636641269257
AGAP1,0.909384647910335
AGAP10P,0.692999037189437
AGAP2,NA
AGAP2-AS1,NA
AGAP3,0.65690800023557
AGAP4,0.609476890134893
AGAP5,NA
AGAP6,NA
AGAP9,0.530734207035783
AGBL1,0.784943714182224
AGBL2,0.760683961249863
AGBL3,0.484229207973076
AGBL4,NA
AGBL5,NA
AGER,NA
AGFG1,NA
AGFG2,0.538571457234645
AGGF1,0.172657357327817
AGK,NA
AGL,0.971611413153883
AGMAT,0.150980877881574
AGMO,0.594859124085953
AGO1,NA
AGO2,0.926232106815967
AGO3,0.828432646822419
AGPAT1,0.00746187547602822
AGPAT2,0.608726605057544
AGPAT3,0.994613951970434
AGPAT4,NA
AGPAT5,NA
AGPS,NA
AGR2,0.581100688635218
AGR3,0.717313717269206
AGRN,0.0498607223143008
AGT,0.917492417986862
AGTPBP1,NA
AGTR1,NA
AGTRAP,0.823341366977545
AGXT,0.843176964071031
AGXT2,0.323971036857168
AHCTF1,0.526701561526348
AHCY,0.767572636023487
AHCYL1,0.00199387544320966
AHCYL2,NA
AHDC1,NA
AHI1,0.143602560172391
AHNAK,0.166873296100627
AHNAK2,0.519800607432419
AHR,0.702015708288826
AHRR,NA
AHSA1,0.113614804186646
AHSA2P,NA
AHSG,NA
AHSP,0.161934235242727
AICDA,0.407425664224341
AIDAP3,0.231101810825729
AIF1,NA
AIF1L,0.442815107243269
AIFM2,0.2611277159842
AIFM3,0.00058578970979536
AIG1,0.493291190081047
AIM2,0.478245357007611
AIMP1,0.0711005062027906
AIMP2,0.516493987874985
AIP,0.131786611518774
AIPL1,0.663857132778295
AIRE,0.694812958514809
AIRN,NA
AJM1,0.552556011093414
AJUBA,0.59313669667691
AK1,0.932856356759902
AK2,0.43481095912853
AK3,0.0739813661770781
AK4,NA
AK5,NA
AK7,0.846911980867824
AK8,0.517179658912252
AK9,0.564600800902219
AKAP1,0.399693276617023
AKAP1-DT,0.526563474120479
AKAP10,NA
AKAP11,NA
AKAP12,0.923619813206357
AKAP13,0.618010388605784
AKAP3,NA
AKAP6,0.241118165962458
AKAP7,0.887957494054735
AKAP8,0.594240720870627
AKAP8L,NA
AKAP9,0.628728822441855
AKIRIN2,NA
AKNA,0.732895839932446
AKNAD1,0.990376058889752
AKR1A1,0.748565330478724
AKR1B1,0.75012996101509
AKR1B10,0.443682600224322
AKR1B15,0.0251797919018866
AKR1C1,0.847152499533783
AKR1C2,0.0648907563618492
AKR1C3,0.00654695663312619
AKR1C4,0.387993010930979
AKR1C7P,NA
AKR1C8P,0.768645123818424
AKR1D1,0.329433405365525
AKR1E2,0.161934235242727
AKR7A2,0.711128975448799
AKR7A3,NA
AKR7L,0.137244090283676
AKT1,0.0218140320868638
AKT1S1,0.00353744733344876
AKT2,0.0760902183030393
AKT3,NA
ALAD,0.699666114454027
ALAS1,0.238010961980999
ALB,0.00579070775526499
ALCAM,NA
ALDH16A1,0.121763945055877
ALDH18A1,0.17846363426457
ALDH1A1,0.689038774869419
ALDH1A2,NA
ALDH1A2-AS1,NA
ALDH1A3,0.738944366092145
ALDH1B1,0.861081862577667
ALDH1L1,0.593145843804147
ALDH1L1-AS1,NA
ALDH1L2,0.662985239183597
ALDH2,0.13473488874554
ALDH3A1,0.141931204736204
ALDH3A2,0.0293768717303568
ALDH3B1,0.71699428014695
ALDH3B2,0.922542153758888
ALDH4A1,0.917069893920033
ALDH5A1,0.592609357201949
ALDH6A1,0.391897018389745
ALDH7A1,0.235938686969306
ALDH8A1,0.738665933262469
ALDH9A1,0.590986535543431
ALDOA,0.295890500032011
ALDOB,0.426335216631129
ALDOC,0.765996550362324
ALG1,0.80745382015488
ALG10,0.534225353984994
ALG10B,0.671503904637975
ALG11,NA
ALG12,0.925741438083432
ALG14,0.745381758212589
ALG1L2,0.966342334695183
ALG1L3P,NA
ALG1L5P,NA
ALG1L6P,NA
ALG1L8P,0.691799055842457
ALG2,0.18776180517481
ALG3,0.11115946715884
ALG5,NA
ALG6,0.930863351697747
ALG8,0.12863682079288
ALG9,0.0782188022690246
ALK,0.293204643357861
ALKAL2,NA
ALKBH1,0.762281674127409
ALKBH2,NA
ALKBH3,0.034400678255581
ALKBH5,0.0650314185668488
ALKBH6,NA
ALKBH7,0.00719429002077625
ALKBH8,0.0107389104986025
ALLC,0.134354269167602
ALMS1,0.0982445348068095
ALMS1P1,NA
ALOX12,NA
ALOX12-AS1,NA
ALOX12P2,NA
ALOX15,0.604895063495692
ALOX15B,0.396612857637007
ALOX15P2,0.312819333868825
ALOX5,0.604125847119266
ALOX5AP,NA
ALOXE3,0.244998901013547
ALOXE3P1,0.387993010930979
ALPG,0.231493574922861
ALPI,0.133397003964358
ALPK1,NA
ALPK2,0.480402381897865
ALPK3,NA
ALPL,0.68985724482026
ALPP,0.905890318589552
ALS2,0.719361537944457
ALS2CL,NA
ALX1,NA
ALX3,NA
ALX4,NA
ALYREF,0.0758469406178576
AMACR,0.763780621040549
AMBN,NA
AMBP,0.18614457186179
AMBRA1,NA
AMD1,NA
AMDHD1,0.557661945512943
AMDHD2,0.91702365919714
AMER3,0.0541373261623379
AMFR,0.494143214898655
AMH,NA
AMHR2,NA
AMIGO2,0.0629951945552022
AMIGO3,NA
AMMECR1L,0.579359318188404
AMN,0.739954351018489
AMN1,NA
AMOTL1,0.00188185774446676
AMOTL2,0.474111119055695
AMPD1,0.406915200001088
AMPD2,NA
AMPD3,0.539940158045164
AMT,NA
AMY1C,0.665475453883274
AMY2A,0.922795251233653
AMY2B,0.222710633543126
AMZ1,0.650542891092814
AMZ2,0.536727667001924
AMZ2P1,NA
ANAPC11,0.880881728600441
ANAPC13,0.610969829138024
ANAPC15,0.322823431899526
ANAPC16,0.101327217621235
ANAPC1P1,NA
ANAPC2,0.526563474120479
ANAPC4,NA
ANAPC5,0.440459739289491
ANAPC7,0.563406556781924
ANG,0.701133525148395
ANGEL1,NA
ANGEL2,NA
ANGPT1,NA
ANGPT4,NA
ANGPTL1,NA
ANGPTL2,0.996289573293986
ANGPTL3,0.994598409888146
ANGPTL4,NA
ANGPTL5,0.242307654700905
ANGPTL6,0.4657215471779
ANGPTL7,0.480880860356598
ANK1,0.790297660295154
ANK2,0.863949939738556
ANK3,0.977141965811155
ANKAR,0.18364416613024
ANKDD1A,0.749809327488605
ANKDD1B,0.691799055842457
ANKEF1,NA
ANKFN1,0.343495688286014
ANKFY1,NA
ANKH,0.131413913391486
ANKHD1,0.0165663669580643
ANKIB1,0.994013175332239
ANKK1,0.942895051997751
ANKLE1,0.139697017672005
ANKLE2,0.00645686192455749
ANKMY1,0.836874864147903
ANKMY2,0.00146658064729241
ANKRD1,NA
ANKRD10,0.127331702761516
ANKRD10-IT1,NA
ANKRD11,0.718674216861539
ANKRD12,0.377962115488688
ANKRD13A,0.863711800811849
ANKRD13B,NA
ANKRD16,0.387993010930979
ANKRD17,0.0074284964452285
ANKRD18B,0.128612269324125
ANKRD18CP,NA
ANKRD2,NA
ANKRD20A1,0.804316695719892
ANKRD20A11P,0.871931358511042
ANKRD20A18P,NA
ANKRD20A21P,0.0182799308589751
ANKRD20A2P,NA
ANKRD20A3P,NA
ANKRD20A4P,0.82730619376987
ANKRD20A5P,0.445364395989145
ANKRD20A7P,0.925582237998935
ANKRD20A8P,NA
ANKRD20A9P,0.361978166414144
ANKRD23,0.837214051108595
ANKRD24,0.214339640668781
ANKRD26,0.466182276750263
ANKRD26P1,NA
ANKRD26P2,0.393449522429692
ANKRD26P3,0.0622441975307994
ANKRD27,0.468301427873332
ANKRD28,0.176571092087562
ANKRD29,0.89327375980414
ANKRD30A,0.592657485960804
ANKRD30B,0.0402724824489724
ANKRD30BL,NA
ANKRD30BP1,NA
ANKRD30BP2,0.594932380507113
ANKRD31,0.63701615798952
ANKRD33,NA
ANKRD33B,NA
ANKRD34A,NA
ANKRD34B,NA
ANKRD35,0.73786185447546
ANKRD36,0.169187580099423
ANKRD36B,NA
ANKRD36C,0.0576132258034684
ANKRD39,0.942895051997751
ANKRD40,0.0120806761274312
ANKRD40CL,0.325608337414511
ANKRD42,NA
ANKRD44,0.267438580675882
ANKRD45,0.137997211602991
ANKRD46,NA
ANKRD49,0.83286305446147
ANKRD50,0.0074284964452285
ANKRD52,0.0104043838991664
ANKRD53,0.77418367285997
ANKRD54,NA
ANKRD55,0.930995770455939
ANKRD6,NA
ANKRD60,0.822421719286771
ANKRD61,0.531366652397892
ANKRD62P1-PARP4P3,0.394678230517262
ANKRD65,NA
ANKS1A,0.788731447511247
ANKS1B,NA
ANKS3,0.298028421414698
ANKS6,0.609476890134893
ANKUB1,NA
ANKZF1,0.465097476182667
ANLN,0.604125847119266
ANO10,0.313063225691366
ANO2,0.935752591899725
ANO3,0.969410677436342
ANO3-AS1,NA
ANO5,0.805614046488616
ANO6,0.277057088210492
ANO7,0.663964185231331
ANO7L1,NA
ANO8,0.72742984527992
ANO9,0.296173788566248
ANP32A,NA
ANP32B,NA
ANP32D,NA
ANP32E,0.0169894004718166
ANPEP,0.952644796215859
ANTKMT,0.767898002645479
ANTXR1,0.484519535453285
ANTXR2,0.929820517496885
ANTXRL,NA
ANTXRLP1,NA
ANXA1,0.0485347873031546
ANXA10,0.00159145255776773
ANXA11,0.217583459970672
ANXA13,0.532222017362891
ANXA2,NA
ANXA2R,NA
ANXA3,0.719378956869465
ANXA4,0.580758388144557
ANXA5,0.62730544179642
ANXA6,0.380546558522073
ANXA7,0.0170095641089827
ANXA9,0.512111328781727
AOAH,0.226549607722301
AOC1,0.360434013098821
AOC2,0.310217710574506
AOC3,0.430557743930807
AOC4P,0.943324879220982
AOPEP,0.62539462005614
AOX1,0.898308670444149
AOX2P,NA
AOX3P,0.325135046851926
AP1AR,NA
AP1B1,0.992505811842491
AP1G1,0.0274977376036722
AP1G2,0.030936273541675
AP1M1,0.016340992342529
AP1M2,NA
AP1S3,0.594378691412805
AP2A1,0.0366789182354713
AP2A2,0.00312262863749215
AP2B1,0.467312456617296
AP2M1,0.00474402510027102
AP2S1,0.169258840350852
AP3B1,0.494598471805413
AP3B2,NA
AP3D1,0.84270582308293
AP3M1,0.0074284964452285
AP3M2,NA
AP3S1,0.702015708288826
AP3S2,0.787290085720773
AP4B1,NA
AP4E1,NA
AP4M1,0.842717323018023
AP4S1,NA
AP5B1,0.916034323602431
AP5M1,NA
AP5Z1,0.87064085413012
APAF1,0.00968152805898572
APBA1,0.271745629818405
APBA2,0.123613959832176
APBA3,NA
APBB1,0.440155510849743
APBB1IP,0.0433220068322107
APBB2,0.902107580882145
APBB3,NA
APC,0.0725275478606508
APC2,0.429057236640345
APCDD1,0.497628057187831
APCDD1L,0.430557743930807
APCS,0.211041604852436
APEH,0.0103997399757299
APEX1,0.396521524453902
APH1A,0.0385313052945427
APH1B,NA
API5,0.846911980867824
APIP,0.833799070126965
APLF,0.4479095031688
APLP1,0.0964499800365327
APLP2,0.510819748436052
APMAP,NA
APOA1,0.345876626327119
APOA5,NA
APOB,0.17423787256514
APOBEC1,0.301010607150123
APOBEC3B,0.148051314829228
APOBEC3B-AS1,NA
APOBEC3C,0.798663383553513
APOBEC3D,0.219509424489678
APOBEC3G,0.793279573721936
APOBEC3H,0.726962808162776
APOBR,NA
APOC1,0.919109300282676
APOC3,0.921367677353661
APOC4-APOC2,NA
APOD,NA
APOE,0.37225138310978
APOF,0.620768873208341
APOH,0.679443262707457
APOL1,NA
APOL2,NA
APOL3,0.272658618745091
APOL4,NA
APOL5,0.310217710574506
APOLD1,NA
APP,0.0279386039080676
APPBP2,NA
APPL1,0.334174692181535
APPL2,0.733732567348253
APRT,0.991803275067966
APTX,0.303844004801983
AQP1,0.628824573754574
AQP10,NA
AQP11,NA
AQP12A,0.616496847615823
AQP12B,NA
AQP2,0.00291299762846876
AQP3,0.0577846718280365
AQP4,0.549142796601048
AQP4-AS1,0.286901800264919
AQP5,0.669836079417947
AQP6,0.297144285999335
AQP7,0.780337324356135
AQP8,0.545763945248975
AQP9,NA
AQR,0.0277423192905539
ARAP1,NA
ARAP2,0.713339468566025
ARAP3,NA
ARCN1,0.0789189664124174
AREL1,0.00965157034880566
ARF1,0.0790705902106074
ARF3,0.166554743567021
ARF4,NA
ARF5,0.27072052111944
ARF6,NA
ARFGAP2,0.00463871530020019
ARFGAP3,NA
ARFGEF1,0.467610005564448
ARFGEF2,0.0138491346486463
ARFGEF3,0.54684189626817
ARFIP1,0.745381758212589
ARFIP2,0.541877349927672
ARFRP1,0.702860975974989
ARG1,NA
ARG2,NA
ARGFX,0.073733463488968
ARGLU1,NA
ARHGAP1,0.634255802885414
ARHGAP10,0.731593150511609
ARHGAP11A,0.88556095793736
ARHGAP11A-SCG5,0.768172474997719
ARHGAP11B,NA
ARHGAP12,0.00969705326868662
ARHGAP15,NA
ARHGAP17,0.560638214325129
ARHGAP18,NA
ARHGAP19,NA
ARHGAP19-SLIT1,0.992505811842491
ARHGAP20,NA
ARHGAP21,0.849786649609182
ARHGAP22,0.58378744625104
ARHGAP23P1,NA
ARHGAP24,0.369049321770286
ARHGAP26,0.772779174141039
ARHGAP26-AS1,0.232310184259279
ARHGAP27,0.740610252905183
ARHGAP27P1-BPTFP1-KPNA2P3,NA
ARHGAP28,NA
ARHGAP29,0.133270897545113
ARHGAP30,NA
ARHGAP31,NA
ARHGAP33,0.815158407495413
ARHGAP35,0.115158690875932
ARHGAP39,NA
ARHGAP40,0.881176871593158
ARHGAP42,NA
ARHGAP42P2,NA
ARHGAP44,NA
ARHGAP45,0.131800542858046
ARHGAP8,0.391901521781815
ARHGAP9,0.896607538679432
ARHGDIA,0.0631674021379165
ARHGDIB,0.189359371552479
ARHGEF1,0.51295123674821
ARHGEF10,0.292921598474617
ARHGEF10L,NA
ARHGEF11,0.416840320329219
ARHGEF12,0.0851458904874132
ARHGEF16,0.415703056505882
ARHGEF17,0.256591912647169
ARHGEF18,0.0873456600324373
ARHGEF19,0.377962115488688
ARHGEF2,0.0934113076389453
ARHGEF25,NA
ARHGEF26,NA
ARHGEF28,NA
ARHGEF3,NA
ARHGEF33,0.701631254378867
ARHGEF35,NA
ARHGEF37,0.396380761922698
ARHGEF38,0.592076769790567
ARHGEF39,0.000142272114200094
ARHGEF4,0.868808214127235
ARHGEF40,0.604125847119266
ARHGEF5,0.14585911815054
ARHGEF7,NA
ARID1A,0.937269963162783
ARID1B,0.00770535423187905
ARID2,0.925650015169561
ARID3A,0.833167827057902
ARID3B,0.997087021048631
ARID4A,0.138794840556385
ARID4B,0.827495413587194
ARID5B,NA
ARIH1,0.149552375558684
ARIH2,0.701361771740043
ARL1,NA
ARL11,0.114253502739588
ARL13B,0.594397343790678
ARL14,0.858072258416712
ARL14EP,0.227592991367235
ARL16,0.620768873208341
ARL2,0.310362561797734
ARL2-SNX15,NA
ARL2BP,0.604125847119266
ARL2BPP1,0.923906821518981
ARL4A,NA
ARL5A,0.40283967804024
ARL5C,0.633369867611331
ARL6,NA
ARL6IP1,0.0486761842573534
ARL6IP4,0.30794086111768
ARL6IP5,0.100168707214928
ARL8A,0.414860363861051
ARL9,0.556079253102879
ARLNC1,NA
ARMC10,0.697647608305197
ARMC2,0.153197099010014
ARMC3,0.000381078111572133
ARMC5,0.0884541182648045
ARMC6,0.378952603012279
ARMC7,NA
ARMC8,0.0074284964452285
ARMC9,0.178896163497188
ARMH1,0.932795326131561
ARMH2,0.00304839871050765
ARMH3,NA
ARMH4,NA
ARMS2,NA
ARMT1,NA
ARNT,NA
ARNT2,NA
ARNTL,NA
ARNTL2,0.59313669667691
ARPC1A,NA
ARPC1B,0.384414626296107
ARPC2,0.0101879161450227
ARPC3,0.508518426070683
ARPC4,0.00359930199049638
ARPC4-TTLL3,0.707608496302906
ARPC5,0.264957931175439
ARPC5L,NA
ARPIN,NA
ARPP21,NA
ARRB2,0.00489699560571341
ARRDC1,0.117972207225313
ARRDC2,NA
ARRDC4,NA
ARRDC5,NA
ARSA,0.83835159130041
ARSB,0.468928726126457
ARSG,0.341938456009795
ARSI,0.179759038762983
ARSJ,0.744038793438331
ARSK,0.406699032004619
ART1,0.835818173096336
ART2P,NA
ART3,NA
ART4,NA
ART5,0.830773198932463
ARTN,0.202827065070415
ARV1,0.681450710273123
ARVCF,0.24991469397842
AS3MT,0.779725686471902
ASAH1,0.727993542323505
ASAH2,0.229809453080718
ASAH2B,0.493500218031901
ASAP1,0.410608172954175
ASAP2,0.874738743351132
ASAP3,NA
ASB1,NA
ASB10,0.59313669667691
ASB13,0.787191553095527
ASB14,0.17438211969586
ASB15,0.630476647149368
ASB16,NA
ASB16-AS1,NA
ASB18,0.176015855015473
ASB2,0.783159834427638
ASB3,NA
ASB4,0.940393892975597
ASB5,0.0999683376536885
ASB6,0.351908851878768
ASB8,NA
ASCC1,0.101468483923309
ASCC2,0.0074284964452285
ASCC3,0.191870497028383
ASCL3,0.615458114094229
ASCL4,0.402175642424876
ASCL5,NA
ASDURF,NA
ASF1B,NA
ASGR1,0.358290507277441
ASH1L,0.21493323791278
ASH2L,NA
ASIC1,0.249314004225205
ASIC3,0.377551942013656
ASIC4,0.592995944543859
ASIC5,NA
ASIP,NA
ASL,0.804094583619768
ASLP1,0.0832114808942117
ASNS,0.00537138776866819
ASNSD1,0.25226562959275
ASNSP1,0.624826086571661
ASPA,0.454489657735201
ASPDH,NA
ASPG,NA
ASPH,0.0251521866232311
ASPM,0.272262034815035
ASPN,0.944386108832722
ASPSCR1,0.734480148303566
ASRGL1,0.987905804554883
ASS1,0.888148074895811
ASTE1,0.00679588972522171
ASTL,NA
ASTN2,NA
ASTN2-AS1,0.0755965192801971
ASXL1,NA
ASXL2,NA
ASXL3,NA
ASZ1,NA
ATAD1,NA
