SYMBOL,P
EXO5,0.011618
ZNF684,0.007743
RIMS3,0.0081036
NFYC,0.011434
KCNQ4,0.0060712
CITED4,0.0017527
CTPS1,0.00369
SLFNL1,0.013158
SCMH1,0.014757
FOXO6,0.0045592
EDN2,0.0065434
HIVEP3,0.0022245
GUCA2B,0.01546
GUCA2A,0.015974
FOXJ3,0.00090982
RIMKLA,0.007437
ZMYND12,0.018318
PPCS,0.0006935
CCDC30,0.0022209
PPIH,0.0051455
YBX1,0.0057686
CLDN19,0.0066123
LEPRE1,0.0049819
C1orf50,0.00065922
CCDC23,0.0035247
ERMAP,0.0058789
ZNF691,0.0059873
SLC2A1,0.005734
FAM183A,0.041993
EBNA1BP2,0.005169
WDR65,0.0044039
TMEM125,0.0056119
C1orf210,0.0058774
TIE1,0.0044203
MPL,0.0044775
CDC20,0.0035552
ELOVL1,0.0033623
MED8,0.0044055
SZT2,0.007363
HYI,0.015183
PTPRF,0.009592
KDM4A,0.00054495
ST3GAL3,0.0019492
ARTN,0.0015409
IPO13,0.00059751
DPH2,0.0027611
ATP6V0B,0.0013122
B4GALT2,0.00065375
CCDC24,0.00067817
SLC6A9,0.00036858
KLF17,0.0017403
DMAP1,0.0001552
ERI3,0.0018734
RNF220,0.00014273
TMEM53,0.00019004
C1orf228,0.0099854
KIF2C,0.0099854
RPS8,0.026033
BEST4,0.0079748
EIF2B3,0.00046222
HECTD3,0.0469
UROD,0.01822
ZSWIM5,1.1142e-05
HPDL,7.2927e-06
MUTYH,7.2927e-06
TOE1,0.0001084
TESK2,1.9286e-06
CCDC163P,0.00014308
MMACHC,0.00014308
PRDX1,0.00014308
AKR1A1,0.00017609
NASP,4.1026e-05
CCDC17,4.6043e-05
GPBP1L1,1.9132e-05
TMEM69,0.00036268
IPP,8.6224e-05
MAST2,8.5833e-05
PIK3R3,0.00015497
TSPAN1,0.00027138
POMGNT1,0.00030157
LURAP1,0.00050324
RAD54L,0.0047207
LRRC41,0.012695
UQCRH,0.015612
NSUN4,0.01261
FAAH,0.005049
DMBX1,0.0041934
KNCN,0.005288
MKNK1,0.005288
MOB3C,0.0090227
ATPAF1,0.0090679
EFCAB14,0.048657
TEX38,0.048657
CYP4B1,0.022686
CYP4A11,0.022155
CYP4X1,0.018417
CYP4Z1,0.0030639
CYP4A22,0.00014821
PDZK1IP1,0.00038222
TAL1,0.00051636
STIL,0.00038829
CMPK1,0.00015988
FOXE3,0.0068162
FOXD2,0.0044649
TRABD2B,0.00045057
FLJ00388,0.010883
AL109659.1,0.0089099
SLC5A9,0.0042779
SPATA6,0.004439
AGBL4,1.3691e-06
BEND5,0.0008276
ELAVL4,0.034029
DMRTA2,0.0038136
FAF1,3.9597e-05
CDKN2C,0.018064
C1orf185,0.00019342
RNF11,0.040498
TTC39A,0.040498
EPS15,0.016792
OSBPL9,0.0010791
NRD1,0.0014929
RAB3B,0.01029
TXNDC12,0.019377
KTI12,0.018839
BTF3L4,0.023691
ZFYVE9,0.0023043
CC2D1B,0.0018142
ORC1,0.0014014
PRPF38A,0.0052329
ZCCHC11,0.0040155
GPX7,0.018004
FAM159A,0.036474
COA7,0.017179
ZYG11B,0.027848
ZYG11A,0.023617
ECHDC2,0.0047804
SCP2,0.00064959
PODN,0.00060972
SLC1A7,0.00040787
CPT2,0.0049674
C1orf123,0.0063294
MAGOH,0.010937
LRP8,0.0014308
DMRTB1,0.0047258
GLIS1,0.00034051
NDC1,0.0032742
YIPF1,0.013424
DIO1,0.0001969
HSPB11,7.109e-05
LRRC42,7.109e-05
LDLRAD1,0.0048928
TMEM59,0.0042734
TCEANC2,0.0041092
AL161915.1,0.0036253
CDCP2,0.0016801
RP11-446E24.4,0.00021919
AL357673.1,0.00029111
CYB5RL,0.00013438
MRPL37,9.4681e-05
SSBP3,1.8079e-05
SSBP3-AS1,7.0638e-05
ACOT11,0.0026115
FAM151A,0.0062195
MROH7-TTC4,7.1816e-06
MROH7,1.1272e-05
TTC4,0.00030657
PARS2,0.002922
TTC22,0.012602
C1orf177,0.0053254
DHCR24,0.0031768
TMEM61,0.0013105
BSND,0.0013401
PCSK9,0.00149
USP24,0.00080085
PPAP2B,9.8313e-05
PRKAA2,0.00032055
C1orf168,5.7336e-06
C8A,0.0012332
C8B,0.0021979
DAB1,0.0005007
OMA1,0.0081864
TACSTD2,0.029913
MYSM1,0.00059798
JUN,0.0018471
FGGY,5.111e-05
HOOK1,0.0042719
CYP2J2,0.00060918
C1orf87,3.3013e-05
NFIA,0.00026145
TM2D1,0.014395
INADL,0.002319
L1TD1,0.0031613
KANK4,0.0020126
USP1,0.0042951
DOCK7,0.0011499
ATG4C,0.0014562
FOXD3,0.00022019
ALG6,0.020423
ITGB3BP,3.9168e-05
EFCAB7,0.00059665
DLEU2L,0.0033695
PGM1,1.7577e-05
ROR1,8.948e-05
UBE2U,0.013798
CACHD1,0.0013107
RAVER2,0.0010392
JAK1,0.0017891
AK4,0.0033399
DNAJC6,0.0077436
LEPR,0.00057058
LEPROT,0.016575
PDE4B,6.598e-05
SGIP1,0.00074073
AL139147.1,0.002461
TCTEX1D1,0.00074312
INSL5,0.00076257
WDR78,0.00067197
MIER1,0.018522
SLC35D1,0.024208
C1orf141,0.019085
IL23R,0.0001889
IL12RB2,0.0017955
SERBP1,0.0071341
GADD45A,0.00039271
GNG12,0.0039045
DIRAS3,0.015534
WLS,9.1597e-05
RPE65,0.0081343
DEPDC1,0.0063097
LRRC7,3.5445e-06
LRRC40,0.0030042
SRSF11,0.0011711
ANKRD13C,1.3131e-05
HHLA3,1.8546e-05
CTH,1.6102e-05
PTGER3,0.0016308
ZRANB2,0.00090507
NEGR1,0.0023925
LRRIQ3,0.026013
FPGT,0.029771
FPGT-TNNI3K,0.015005
TNNI3K,0.015005
LRRC53,0.021527
C1orf173,0.001495
CRYZ,0.014807
TYW3,0.01317
LHX8,0.0059758
SLC44A5,0.0016404
ACADM,0.0041867
RABGGTB,0.03052
MSH4,0.0018183
ASB17,0.010641
ST6GALNAC3,0.00021337
ST6GALNAC5,0.0048092
PIGK,0.0043797
AK5,0.00044239
ZZZ3,0.042374
NEXN,0.050288
FUBP1,0.030976
DNAJB4,0.0090666
GIPC2,0.00093781
PTGFR,0.00077168
IFI44L,0.00043853
IFI44,0.00043853
ELTD1,0.0080326
LPHN2,0.00023565
TTLL7,0.0054382
PRKACB,0.00097976
SAMD13,0.008181
DNASE2B,0.0033912
RPF1,0.015768
GNG5,0.01573
CTBS,0.014944
C1orf180,0.015606
SSX2IP,0.015606
LPAR3,0.0043689
MCOLN2,0.0033081
WDR63,0.0059643
MCOLN3,0.021598
SYDE2,0.0067399
C1orf52,0.0084745
BCL10,0.0019463
DDAH1,0.00033496
CYR61,0.0007056
ZNHIT6,0.0023787
COL24A1,0.0016924
CLCA2,0.0085923
CLCA1,0.007355
CLCA4,0.0023057
SH3GLB1,0.0018986
SEP15,0.016406
HS2ST1,0.016287
RP5-1052I5.2,0.016345
LMO4,0.0014878
PKN2,0.01044
GTF2B,0.042055
GBP3,0.035814
GBP1,0.0045113
GBP2,0.0013861
GBP7,0.00043101
GBP4,0.00012253
GBP5,0.00010346
GBP6,1.4077e-05
LRRC8B,0.0029485
LRRC8C,1.5071e-05
RP11-302M6.4,0.00036656
LRRC8D,0.0015281
ZNF326,0.00033709
BARHL2,0.00093124
ZNF644,0.029972
HFM1,0.0027327
CDC7,0.0027179
TGFBR3,0.00028356
BRDT,0.00057384
EPHX4,0.0056744
BTBD8,0.003373
KIAA1107,0.046085
C1orf146,0.046085
GLMN,0.023375
RPAP2,0.00077697
GFI1,0.0003017
EVI5,8.8249e-05
RPL5,0.035429
FAM69A,0.010408
FNBP1L,0.033697
BCAR3,0.0042404
DNTTIP2,0.0055602
GCLM,0.0070085
ABCA4,7.3033e-06
ARHGAP29,0.00014738
ABCD3,0.000161
F3,0.0068289
SLC44A3,0.0010211
CNN3,0.0004734
ALG14,0.0082745
TMEM56,0.00098787
TMEM56-RWDD3,0.00040486
RWDD3,0.0019556
RP11-147C23.1,0.0082123
PTBP2,0.038132
DPYD,0.0005393
SNX7,0.0023702
LPPR5,0.02251
LPPR4,0.0083692
PALMD,0.00095154
FRRS1,0.016477
AGL,0.014361
SLC35A3,0.009138
HIAT1,0.0062526
SASS6,0.0019405
TRMT13,0.0031256
LRRC39,0.0031256
DBT,0.0013913
RTCA,0.027521
CDC14A,0.0031512
GPR88,0.00031504
VCAM1,5.3042e-05
EXTL2,0.0032125
SLC30A7,0.04776
DPH5,0.002021
S1PR1,0.0020728
OLFM3,4.3959e-05
COL11A1,0.0056844
RNPC3,0.0028276
AMY2B,0.00037107
AMY2A,0.0019648
AMY1A,0.011831
AMY1B,0.050573
AMY1C,0.015579
PRMT6,0.038206
NTNG1,2.8175e-07
VAV3,5.4105e-06
SLC25A24,0.0038859
NBPF6,0.048772
FAM102B,0.0017657
HENMT1,3.5106e-05
PRPF38B,3.7696e-05
FNDC7,0.00012513
STXBP3,0.00010192
AKNAD1,0.00093798
GPSM2,0.00093798
CLCC1,0.0084149
WDR47,3.6913e-05
TAF13,0.00013425
TMEM167B,1.9276e-05
C1orf194,0.00013976
KIAA1324,0.0024737
SARS,0.0036727
CELSR2,0.005732
PSRC1,0.005732
MYBPHL,0.005732
ATXN7L2,0.03259
CYB561D1,0.03259
AMIGO1,0.03259
GPR61,0.03259
GNAI3,0.001501
GNAT2,0.0014308
AMPD2,0.0036475
GSTM4,0.0052784
GSTM2,0.0017498
GSTM1,0.0042016
GSTM5,0.0025127
GSTM3,0.00017811
EPS8L3,0.00017811
CSF1,0.013414
AHCYL1,0.036441
STRIP1,0.019088
ALX3,0.020888
UBL4B,0.020888
SLC6A17,0.0020851
KCNC4,0.00046732
SLC16A4,0.031602
LAMTOR5,0.017829
PROK1,3.6549e-05
KCNA10,0.00042953
KCNA2,6.5392e-05
KCNA3,0.0055814
CD53,0.002363
LRIF1,0.0037924
DRAM2,0.014512
CEPT1,0.0020292
DENND2D,0.010259
CHI3L2,0.0015424
CHIA,0.0023327
PIFO,0.00044217
OVGP1,0.00020882
WDR77,0.002433
ATP5F1,0.0029413
C1orf162,0.0020628
ADORA3,0.00023099
RAP1A,0.002507
FAM212B,0.0035283
DDX20,0.001692
KCND3,1.0523e-05
CTTNBP2NL,0.0047834
WNT2B,0.0060854
ST7L,0.023763
CAPZA1,0.023805
MOV10,0.010748
RHOC,0.0086508
RP11-426L16.10,0.0086508
PPM1J,0.0055677
FAM19A3,0.0031401
SLC16A1,0.015962
LRIG2,0.0019442
MAGI3,0.017727
PHTF1,0.02623
RSBN1,0.025249
PTPN22,0.018004
BCL2L15,0.011051
AP4B1,0.0026349
DCLRE1B,0.0015631
HIPK1,0.0010714
OLFML3,0.014931
SYT6,1.3385e-05
TRIM33,0.0024232
BCAS2,0.0034836
DENND2C,0.0013383
AMPD1,0.00022909
NRAS,0.00022909
CSDE1,0.0039822
SIKE1,0.0039822
SYCP1,0.0002571
TSHB,0.00048163
TSPAN2,0.0030164
NGF,0.0010437
VANGL1,0.0024541
CASQ2,0.0014652
NHLH2,0.008757
MAB21L3,0.0043679
CD58,0.01282
IGSF3,0.0010304
C1orf137,0.00088674
CD2,0.0011773
PTGFRN,0.0035006
CD101,0.0050444
TTF2,0.0066869
TRIM45,0.011145
VTCN1,0.0016936
MAN1A2,0.0061977
FAM46C,0.018092
GDAP2,0.0053333
WDR3,0.032007
SPAG17,0.034168
TBX15,0.0027377
WARS2,0.00021644
HAO2,0.008182
HSD3B1,0.020087
ZNF697,0.0012689
PHGDH,0.00025127
HMGCS2,0.0012007
REG4,0.011405
ADAM30,0.00086885
NOTCH2,0.00032896
FAM72B,0.04696
FCGR1B,0.00027359
AL592284.1,0.025664
NBPF12,0.0010606
PRKAB2,0.024451
FMO5,0.030887
CHD1L,0.030312
BCL9,0.005415
ACP6,0.0066459
GJA5,0.044738
GJA8,0.014866
GPR89B,0.024583
PPIAL4D,0.022744
NBPF20,0.022744
HIST2H3PS2,0.0018232
FAM72C,0.012196
FAM231D,0.02128
FCGR1A,0.0038988
HIST2H2BF,0.0038988
HIST2H3D,0.0076551
HIST2H4A,0.0062976
HIST2H3C,0.0031559
HIST2H2AA3,0.0031559
HIST2H2AA4,0.0067713
HIST2H3A,0.0067713
HIST2H4B,0.0064094
HIST2H2BE,0.0076775
HIST2H2AC,0.0076775
HIST2H2AB,0.0076775
BOLA1,0.010511
SV2A,0.010511
SF3B4,0.010511
MTMR11,0.010511
OTUD7B,0.012764
VPS45,0.005443
PLEKHO1,0.028169
ANP32E,0.030089
CA14,0.029551
APH1A,0.029722
C1orf54,0.025938
C1orf51,0.024858
MRPS21,0.023818
PRPF3,0.0091488
RPRD2,0.0074753
TARS2,0.017651
ECM1,0.017651
ADAMTSL4,0.026853
AL356356.1,0.026853
ADAMTSL4-AS1,0.03023
MCL1,0.03023
ENSA,0.031913
GOLPH3L,0.027825
HORMAD1,0.027825
CTSS,0.028325
CTSK,0.033078
ARNT,0.003476
SETDB1,0.010471
CERS2,0.012693
ANXA9,0.0046046
FAM63A,0.0045088
PRUNE,0.0045088
BNIPL,0.0040254
C1orf56,0.0052206
CDC42SE1,0.0043763
MLLT11,0.0080262
GABPB2,0.0047934
SEMA6C,0.00063186
TNFAIP8L2,0.00067526
SCNM1,0.00061515
LYSMD1,0.00091674
TMOD4,0.00061515
VPS72,0.00024176
PIP5K1A,0.00073922
PSMD4,0.0023064
RP11-126K1.2,0.0023153
ZNF687,0.0023153
PI4KB,0.00026942
RFX5,0.00090184
SELENBP1,0.00090184
PSMB4,0.0021977
POGZ,0.0010153
CGN,0.020829
TUFT1,0.0039241
SNX27,0.0012672
CELF3,0.015929
AL589765.1,0.019802
RIIAD1,0.019802
MRPL9,0.013498
OAZ3,0.010771
TDRKH,0.0023687
LINGO4,0.0013581
RORC,0.00045697
C2CD4D,0.00057254
THEM5,0.00065847
THEM4,0.0015986
S100A10,0.021969
S100A11,0.019323
TCHHL1,0.031979
FLG,0.0154
FLG2,0.0154
CRNN,0.016695
LCE5A,0.030544
CRCT1,0.012245
LCE3E,0.0059197
LCE3D,0.0028359
LCE3C,0.00032112
LCE3B,0.00089348
LCE3A,0.0014189
LCE2D,0.004125
LCE2C,0.004125
LCE2B,0.004125
LCE2A,0.011107
LCE4A,0.0077918
C1orf68,0.01334
KPRP,0.021058
LCE1F,0.019789
LCE1E,0.019789
LCE1D,0.019789
LCE1C,0.019109
LCE1B,0.017928
LCE1A,0.015063
LCE6A,0.018102
SMCP,0.017759
IVL,0.016572
SPRR4,0.039221
SPRR1A,0.030353
SPRR3,0.013469
SPRR1B,0.0025704
SPRR2D,0.0025704
SPRR2A,0.0012889
SPRR2B,0.0002392
SPRR2E,0.00028327
SPRR2F,0.0012176
SPRR2G,0.00081011
LELP1,0.013831
PRR9,0.013831
LOR,0.017905
PGLYRP3,0.010931
PGLYRP4,0.0086031
S100A9,0.0091694
S100A12,0.0077468
S100A8,0.0025427
S100A7A,0.00068914
S100A7L2,0.00055268
S100A7,0.00065109
S100A6,0.0011243
S100A5,0.0002836
S100A4,0.00057388
S100A3,0.00057388
S100A2,0.00016221
S100A16,0.0032853
S100A14,0.0032853
S100A13,0.0032853
S100A1,0.0076556
CHTOP,0.0076556
SNAPIN,0.018614
ILF2,0.018614
NPR1,0.018614
INTS3,0.026355
SLC27A3,0.026355
GATAD2B,0.0065109
DENND4B,0.023312
CRTC2,0.023312
SLC39A1,0.023312
RAB13,0.009094
RPS27,0.009094
NUP210L,0.0060325
TPM3,0.026821
C1orf189,0.0082033
C1orf43,0.0045639
UBAP2L,0.00054462
HAX1,0.00068421
AQP10,0.00025758
